"st1","st2","st3","t_fin1","t_fin2","t_fin3","condition"
0,0,0,19,22,35,"no exchange"
0,0,0,2,35,31,"no exchange"
0,0,0,10,3,12,"no exchange"
0,0,0,9,7,8,"no exchange"
0,0,0,5,4,7,"no exchange"
0,0,0,868,707,3,"no exchange"
0,0,0,22,3,14,"no exchange"
0,0,0,4,308,165,"no exchange"
0,0,0,221,17,201,"no exchange"
0,0,0,60,2,61,"no exchange"
0,0,0,64,19,5,"no exchange"
0,0,0,32,18,45,"no exchange"
0,0,0,90,20,89,"no exchange"
0,0,0,5,5,28,"no exchange"
0,0,0,15,93,92,"no exchange"
0,0,0,27,297,2,"no exchange"
0,0,0,2,3,5,"no exchange"
0,0,0,24,394,246,"no exchange"
0,0,0,5,54,55,"no exchange"
0,0,0,12,9,187,"no exchange"
0,0,0,24,68,12,"no exchange"
0,0,0,42,17,21,"no exchange"
0,0,0,133,337,25,"no exchange"
0,0,0,31,40,259,"no exchange"
0,0,0,26,14,3,"no exchange"
0,0,0,7,42,5,"no exchange"
0,0,0,57,7,55,"no exchange"
0,0,0,4,101,90,"no exchange"
0,0,0,8,16,9,"no exchange"
0,0,0,13,25,6,"no exchange"
0,0,0,16,39,27,"no exchange"
0,0,0,11,226,78,"no exchange"
0,0,0,170,73,36,"no exchange"
0,0,0,18,26,5,"no exchange"
0,0,0,3,4,2,"no exchange"
0,0,0,3,5,6,"no exchange"
0,0,0,50,32,16,"no exchange"
0,0,0,3,3,59,"no exchange"
0,0,0,57,121,19,"no exchange"
0,0,0,8,14,37,"no exchange"
0,0,0,16,25,58,"no exchange"
0,0,0,926,2,59,"no exchange"
0,0,0,15,7,21,"no exchange"
0,0,0,7,12,13,"no exchange"
0,0,0,5,152,31,"no exchange"
0,0,0,36,36,15,"no exchange"
0,0,0,2,59,24,"no exchange"
0,0,0,111,173,41,"no exchange"
0,0,0,8,2,13,"no exchange"
0,0,0,213,4,91,"no exchange"
0,0,0,2,45,7,"no exchange"
0,0,0,74,12,13,"no exchange"
0,0,0,37,213,84,"no exchange"
0,0,0,498,435,4,"no exchange"
0,0,0,4,17,354,"no exchange"
0,0,0,3,899,238,"no exchange"
0,0,0,54,11,86,"no exchange"
0,0,0,69,12,10,"no exchange"
0,0,0,24,23,5,"no exchange"
0,0,0,2,8,4,"no exchange"
0,0,0,9,12,9,"no exchange"
0,0,0,71,243,26,"no exchange"
0,0,0,70,331,21,"no exchange"
0,0,0,4,9,16,"no exchange"
0,0,0,44,8,16,"no exchange"
0,0,0,4,5,3,"no exchange"
0,0,0,8,8,6,"no exchange"
0,0,0,88,7,47,"no exchange"
0,0,0,4,8,3,"no exchange"
0,0,0,3,5,5,"no exchange"
0,0,0,5,75,2,"no exchange"
0,0,0,4,6,5,"no exchange"
0,0,0,3,3,15,"no exchange"
0,0,0,5,13,8,"no exchange"
0,0,0,18,4,2,"no exchange"
0,0,0,14,26,22,"no exchange"
0,0,0,536,2,355,"no exchange"
0,0,0,9,8,10,"no exchange"
0,0,0,7,4,5,"no exchange"
0,0,0,3,9,6,"no exchange"
0,0,0,15,16,16,"no exchange"
0,0,0,442,16,578,"no exchange"
0,0,0,531,69,253,"no exchange"
0,0,0,20,11,10,"no exchange"
0,0,0,64,7,7,"no exchange"
0,0,0,4,11,10,"no exchange"
0,0,0,11,27,491,"no exchange"
0,0,0,23,295,11,"no exchange"
0,0,0,57,68,231,"no exchange"
0,0,0,16,49,21,"no exchange"
0,0,0,4,6,14,"no exchange"
0,0,0,92,4,41,"no exchange"
0,0,0,49,2,15,"no exchange"
0,0,0,2,26,26,"no exchange"
0,0,0,14,757,14,"no exchange"
0,0,0,125,830,21,"no exchange"
0,0,0,2,2,11,"no exchange"
0,0,0,18,33,47,"no exchange"
0,0,0,4,4,10,"no exchange"
0,0,0,192,197,3,"no exchange"
0,0,0,21,8,186,"no exchange"
0,0,0,7,6,22,"no exchange"
0,0,0,9,4,6,"no exchange"
0,0,0,5,51,69,"no exchange"
0,0,0,2,38,9,"no exchange"
0,0,0,3,2,10,"no exchange"
0,0,0,21,19,104,"no exchange"
0,0,0,3,20,379,"no exchange"
0,0,0,8,131,8,"no exchange"
0,0,0,5,247,3,"no exchange"
0,0,0,54,37,242,"no exchange"
0,0,0,278,50,70,"no exchange"
0,0,0,18,25,16,"no exchange"
0,0,0,4,37,2,"no exchange"
0,0,0,3,52,8,"no exchange"
0,0,0,4,156,59,"no exchange"
0,0,0,23,4,5,"no exchange"
0,0,0,14,3,14,"no exchange"
0,0,0,541,4,3,"no exchange"
0,0,0,35,100,59,"no exchange"
0,0,0,210,6,51,"no exchange"
0,0,0,212,234,251,"no exchange"
0,0,0,9,11,6,"no exchange"
0,0,0,560,29,248,"no exchange"
0,0,0,8,38,30,"no exchange"
0,0,0,85,11,128,"no exchange"
0,0,0,30,2,20,"no exchange"
0,0,0,6,4,5,"no exchange"
0,0,0,6,37,54,"no exchange"
0,0,0,312,8,16,"no exchange"
0,0,0,18,5,8,"no exchange"
0,0,0,28,22,22,"no exchange"
0,0,0,49,15,4,"no exchange"
0,0,0,42,36,93,"no exchange"
0,0,0,41,32,81,"no exchange"
0,0,0,10,267,11,"no exchange"
0,0,0,33,44,401,"no exchange"
0,0,0,2,47,86,"no exchange"
0,0,0,4,37,476,"no exchange"
0,0,0,301,12,14,"no exchange"
0,0,0,24,22,31,"no exchange"
0,0,0,6,63,17,"no exchange"
0,0,0,29,33,117,"no exchange"
0,0,0,434,219,11,"no exchange"
0,0,0,4,5,10,"no exchange"
0,0,0,11,33,43,"no exchange"
0,0,0,68,558,538,"no exchange"
0,0,0,10,5,14,"no exchange"
0,0,0,11,6,6,"no exchange"
0,0,0,24,16,2,"no exchange"
0,0,0,22,30,22,"no exchange"
0,0,0,34,23,47,"no exchange"
0,0,0,69,29,141,"no exchange"
0,0,0,140,140,356,"no exchange"
0,0,0,41,105,136,"no exchange"
0,0,0,14,15,12,"no exchange"
0,0,0,2,734,231,"no exchange"
0,0,0,158,13,68,"no exchange"
0,0,0,8,16,11,"no exchange"
0,0,0,302,685,65,"no exchange"
0,0,0,40,72,16,"no exchange"
0,0,0,10,3,3,"no exchange"
0,0,0,192,18,8,"no exchange"
0,0,0,270,8,62,"no exchange"
0,0,0,51,104,114,"no exchange"
0,0,0,28,28,15,"no exchange"
0,0,0,35,190,491,"no exchange"
0,0,0,6,5,18,"no exchange"
0,0,0,214,88,97,"no exchange"
0,0,0,55,134,122,"no exchange"
0,0,0,695,738,111,"no exchange"
0,0,0,5,36,108,"no exchange"
0,0,0,42,14,4,"no exchange"
0,0,0,25,2,73,"no exchange"
0,0,0,18,71,27,"no exchange"
0,0,0,88,144,41,"no exchange"
0,0,0,2,2,15,"no exchange"
0,0,0,4,561,172,"no exchange"
0,0,0,523,8,105,"no exchange"
0,0,0,17,164,112,"no exchange"
0,0,0,659,60,137,"no exchange"
0,0,0,56,276,454,"no exchange"
0,0,0,6,7,7,"no exchange"
0,0,0,257,14,27,"no exchange"
0,0,0,16,3,23,"no exchange"
0,0,0,3,22,27,"no exchange"
0,0,0,14,11,24,"no exchange"
0,0,0,110,50,110,"no exchange"
0,0,0,3,65,70,"no exchange"
274,0,0,1000,286,24,"no exchange"
0,0,0,22,67,245,"no exchange"
0,0,0,21,11,3,"no exchange"
0,0,0,4,56,4,"no exchange"
0,0,0,584,140,140,"no exchange"
0,0,0,84,2,2,"no exchange"
0,0,0,47,10,30,"greedy (1)"
0,0,0,21,23,13,"greedy (1)"
0,0,0,63,17,18,"greedy (1)"
0,0,0,15,5,10,"greedy (1)"
0,0,0,332,97,176,"greedy (1)"
0,0,0,20,15,18,"greedy (1)"
0,0,0,4,5,5,"greedy (1)"
0,0,0,6,2,8,"greedy (1)"
0,0,0,335,194,139,"greedy (1)"
0,0,0,16,2,10,"greedy (1)"
0,0,0,131,19,8,"greedy (1)"
0,0,0,338,36,301,"greedy (1)"
0,0,0,18,20,6,"greedy (1)"
0,0,0,8,5,7,"greedy (1)"
0,0,0,35,35,26,"greedy (1)"
0,0,0,940,113,28,"greedy (1)"
0,0,0,110,3,22,"greedy (1)"
0,0,0,44,8,5,"greedy (1)"
0,0,0,707,15,42,"greedy (1)"
0,0,0,549,56,331,"greedy (1)"
0,0,0,115,9,9,"greedy (1)"
0,0,0,242,7,6,"greedy (1)"
0,0,0,96,51,50,"greedy (1)"
0,0,0,265,195,144,"greedy (1)"
0,0,0,165,68,153,"greedy (1)"
0,0,0,719,44,4,"greedy (1)"
0,0,0,52,24,25,"greedy (1)"
0,0,0,64,11,4,"greedy (1)"
0,0,0,109,20,91,"greedy (1)"
0,0,0,34,30,33,"greedy (1)"
0,0,0,33,38,40,"greedy (1)"
0,0,0,32,13,35,"greedy (1)"
0,0,0,138,14,15,"greedy (1)"
0,0,0,16,11,19,"greedy (1)"
0,0,0,43,40,18,"greedy (1)"
0,0,0,11,2,12,"greedy (1)"
279,0,0,1000,683,679,"greedy (1)"
0,0,0,6,12,13,"greedy (1)"
0,0,0,16,19,15,"greedy (1)"
0,0,0,5,4,4,"greedy (1)"
0,0,0,72,73,3,"greedy (1)"
0,0,0,23,19,28,"greedy (1)"
0,0,0,303,110,103,"greedy (1)"
0,0,0,101,2,2,"greedy (1)"
0,0,0,16,2,9,"greedy (1)"
0,0,0,27,27,21,"greedy (1)"
0,0,0,29,18,30,"greedy (1)"
0,0,0,344,62,37,"greedy (1)"
0,0,0,12,8,11,"greedy (1)"
0,0,0,23,24,11,"greedy (1)"
0,0,0,23,26,30,"greedy (1)"
0,0,0,35,20,10,"greedy (1)"
0,0,0,390,9,23,"greedy (1)"
0,0,0,3,3,4,"greedy (1)"
0,0,0,9,15,7,"greedy (1)"
0,0,0,184,152,132,"greedy (1)"
0,0,0,59,50,22,"greedy (1)"
0,0,0,19,6,5,"greedy (1)"
0,0,0,16,12,12,"greedy (1)"
0,0,0,11,5,4,"greedy (1)"
0,0,0,45,28,29,"greedy (1)"
0,0,0,9,4,7,"greedy (1)"
0,0,0,25,26,4,"greedy (1)"
0,0,0,15,12,6,"greedy (1)"
0,0,0,34,8,21,"greedy (1)"
0,0,0,39,26,39,"greedy (1)"
0,0,0,482,2,109,"greedy (1)"
0,0,0,37,39,3,"greedy (1)"
0,0,0,33,33,2,"greedy (1)"
0,0,0,9,12,6,"greedy (1)"
0,0,0,2,2,3,"greedy (1)"
0,0,0,692,71,51,"greedy (1)"
0,0,0,79,18,48,"greedy (1)"
0,0,0,58,19,57,"greedy (1)"
0,0,0,267,5,35,"greedy (1)"
0,0,0,85,86,80,"greedy (1)"
0,0,0,345,43,95,"greedy (1)"
0,0,0,79,18,63,"greedy (1)"
0,0,0,49,43,33,"greedy (1)"
0,0,0,453,116,62,"greedy (1)"
0,0,0,148,12,40,"greedy (1)"
0,0,0,631,25,36,"greedy (1)"
0,0,0,225,72,2,"greedy (1)"
0,0,0,244,244,238,"greedy (1)"
0,0,0,33,8,2,"greedy (1)"
0,0,0,24,24,20,"greedy (1)"
0,0,0,21,17,25,"greedy (1)"
0,0,0,197,192,13,"greedy (1)"
0,0,0,190,95,25,"greedy (1)"
0,0,0,49,50,20,"greedy (1)"
0,0,0,958,42,51,"greedy (1)"
0,0,0,17,5,18,"greedy (1)"
0,0,0,717,85,8,"greedy (1)"
0,0,0,294,285,179,"greedy (1)"
0,0,0,31,9,18,"greedy (1)"
0,0,0,88,35,14,"greedy (1)"
0,0,0,365,365,158,"greedy (1)"
0,0,0,22,24,12,"greedy (1)"
0,0,0,25,14,8,"greedy (1)"
0,0,0,427,31,22,"greedy (1)"
0,0,0,289,280,165,"greedy (1)"
378,0,0,1000,152,106,"greedy (1)"
0,0,0,13,8,14,"greedy (1)"
0,0,0,62,63,53,"greedy (1)"
0,0,0,11,9,13,"greedy (1)"
0,0,0,62,65,12,"greedy (1)"
0,0,0,21,9,24,"greedy (1)"
0,0,0,272,198,184,"greedy (1)"
0,0,0,73,66,14,"greedy (1)"
114,0,0,1000,302,150,"greedy (1)"
0,0,0,158,9,7,"greedy (1)"
0,0,0,10,3,2,"greedy (1)"
0,0,0,241,126,52,"greedy (1)"
0,0,0,265,21,89,"greedy (1)"
0,0,0,124,91,2,"greedy (1)"
0,0,0,269,113,51,"greedy (1)"
0,0,0,44,28,2,"greedy (1)"
0,0,0,52,8,53,"greedy (1)"
0,0,0,135,51,77,"greedy (1)"
0,0,0,26,9,10,"greedy (1)"
0,0,0,45,40,3,"greedy (1)"
0,0,0,29,31,31,"greedy (1)"
0,0,0,170,81,25,"greedy (1)"
0,0,0,46,2,16,"greedy (1)"
0,0,0,51,10,12,"greedy (1)"
0,0,0,292,2,64,"greedy (1)"
0,0,0,62,23,4,"greedy (1)"
0,0,0,22,8,23,"greedy (1)"
0,0,0,211,70,56,"greedy (1)"
0,0,0,40,8,34,"greedy (1)"
0,0,0,186,64,11,"greedy (1)"
0,0,0,34,7,35,"greedy (1)"
0,0,0,790,127,243,"greedy (1)"
0,0,0,55,20,56,"greedy (1)"
0,0,0,169,136,109,"greedy (1)"
0,0,0,8,3,8,"greedy (1)"
0,0,0,5,6,4,"greedy (1)"
0,0,0,24,23,3,"greedy (1)"
0,0,0,31,16,32,"greedy (1)"
0,0,0,941,301,307,"greedy (1)"
0,0,0,29,11,27,"greedy (1)"
0,0,0,420,3,3,"greedy (1)"
0,0,0,26,10,29,"greedy (1)"
0,0,0,29,10,3,"greedy (1)"
0,0,0,640,16,34,"greedy (1)"
0,0,0,296,296,264,"greedy (1)"
0,0,0,378,79,131,"greedy (1)"
0,0,0,29,31,32,"greedy (1)"
0,0,0,43,35,24,"greedy (1)"
0,0,0,47,27,46,"greedy (1)"
0,0,0,24,6,25,"greedy (1)"
0,0,0,18,18,15,"greedy (1)"
0,0,0,9,6,9,"greedy (1)"
0,0,0,17,9,21,"greedy (1)"
0,0,0,127,22,120,"greedy (1)"
0,0,0,7,2,7,"greedy (1)"
0,0,0,949,872,12,"greedy (1)"
0,0,0,89,15,11,"greedy (1)"
0,0,0,211,190,193,"greedy (1)"
0,0,0,66,16,4,"greedy (1)"
0,0,0,10,11,3,"greedy (1)"
0,0,0,10,11,3,"greedy (1)"
0,0,0,47,4,36,"greedy (1)"
0,0,0,35,7,3,"greedy (1)"
0,0,0,13,19,23,"greedy (1)"
0,0,0,124,81,125,"greedy (1)"
0,0,0,15,5,17,"greedy (1)"
0,0,0,6,2,8,"greedy (1)"
0,0,0,5,7,3,"greedy (1)"
0,0,0,320,19,38,"greedy (1)"
0,0,0,31,21,32,"greedy (1)"
0,0,0,265,90,92,"greedy (1)"
0,0,0,84,59,86,"greedy (1)"
0,0,0,63,66,66,"greedy (1)"
0,0,0,143,47,15,"greedy (1)"
0,0,0,11,4,14,"greedy (1)"
0,0,0,104,8,45,"greedy (1)"
0,0,0,14,16,15,"greedy (1)"
0,0,0,203,92,203,"greedy (1)"
0,0,0,7,5,10,"greedy (1)"
0,0,0,7,8,4,"greedy (1)"
0,0,0,21,21,14,"greedy (1)"
0,0,0,289,96,75,"greedy (1)"
0,0,0,28,29,9,"greedy (1)"
0,0,0,19,16,8,"greedy (1)"
0,0,0,94,89,54,"greedy (1)"
0,0,0,112,37,22,"greedy (1)"
0,0,0,17,18,15,"greedy (1)"
0,0,0,462,276,92,"greedy (1)"
0,0,0,11,15,11,"greedy (1)"
0,0,0,33,32,6,"greedy (1)"
0,0,0,573,83,3,"greedy (1)"
0,0,0,642,94,41,"greedy (1)"
0,0,0,3,6,2,"greedy (1)"
0,0,0,947,305,716,"greedy (1)"
0,0,0,34,23,10,"greedy (1)"
0,0,0,11,4,4,"greedy (1)"
0,0,0,14,18,16,"greedy (1)"
0,0,0,29,22,7,"greedy (1)"
0,0,0,26,28,8,"greedy (1)"
0,0,0,11,5,2,"greedy (1)"
0,0,0,469,413,130,"greedy (1)"
0,0,0,76,66,24,"greedy (1)"
0,0,0,62,55,35,"greedy (1)"
0,0,0,34,36,19,"greedy (1)"
0,0,0,246,38,119,"greedy (1)"
0,0,0,773,91,354,"greedy (1)"
0,0,0,110,20,83,"greedy (1)"
0,0,0,974,9,2,"greedy (1)"
0,0,0,432,166,20,"greedy (1)"
0,0,0,18,18,11,"greedy (1)"
0,0,0,8,4,8,"greedy (1)"
0,0,0,311,3,90,"greedy (1)"
0,0,0,291,81,96,"greedy (1)"
0,0,0,511,36,172,"greedy (1)"
0,0,0,3,5,3,"greedy (1)"
0,0,0,10,2,12,"greedy (1)"
0,0,0,553,335,338,"greedy (1)"
0,0,0,16,22,8,"greedy (1)"
486,0,0,1000,140,10,"greedy (1)"
0,0,0,418,3,28,"greedy (1)"
0,0,0,895,232,20,"greedy (1)"
0,0,0,12,13,3,"greedy (1)"
0,0,0,14,18,11,"greedy (1)"
0,0,0,24,29,5,"greedy (1)"
0,0,0,225,10,34,"greedy (1)"
0,0,0,7,13,2,"greedy (1)"
0,0,0,51,21,13,"greedy (1)"
0,0,0,6,3,7,"greedy (1)"
0,0,0,18,18,3,"greedy (1)"
0,0,0,6,4,7,"greedy (1)"
0,0,0,18,8,2,"greedy (1)"
0,0,0,217,53,7,"greedy (1)"
0,0,0,37,2,40,"greedy (1)"
0,0,0,42,11,44,"greedy (1)"
0,0,0,125,7,56,"greedy (1)"
0,0,0,101,45,100,"greedy (1)"
0,0,0,5,4,3,"greedy (1)"
0,0,0,43,11,16,"greedy (1)"
0,0,0,25,4,2,"greedy (1)"
0,0,0,117,94,110,"greedy (1)"
0,0,0,61,38,14,"greedy (1)"
0,0,0,226,28,25,"greedy (1)"
0,0,0,26,2,26,"greedy (1)"
0,0,0,15,22,18,"greedy (1)"
126,0,0,1000,129,38,"greedy (1)"
0,0,0,476,178,86,"greedy (1)"
0,0,0,718,448,709,"greedy (1)"
0,0,0,139,20,5,"greedy (1)"
0,0,0,30,30,8,"greedy (1)"
0,0,0,27,10,14,"greedy (1)"
0,0,0,16,17,2,"greedy (1)"
0,0,0,62,64,61,"greedy (1)"
0,0,0,283,98,120,"greedy (1)"
0,0,0,12,5,13,"greedy (1)"
0,0,0,42,5,4,"greedy (1)"
0,0,0,567,280,90,"greedy (1)"
0,0,0,21,12,15,"greedy (1)"
0,0,0,43,8,26,"greedy (1)"
0,0,0,23,14,17,"greedy (1)"
0,0,0,130,21,18,"greedy (1)"
0,0,0,19,16,15,"greedy (1)"
0,0,0,101,8,17,"greedy (1)"
0,0,0,50,26,32,"greedy (1)"
0,0,0,69,58,2,"greedy (1)"
0,0,0,35,37,11,"greedy (1)"
0,0,0,38,31,2,"greedy (1)"
0,0,0,93,94,64,"greedy (1)"
0,0,0,394,7,11,"greedy (1)"
0,0,0,67,69,59,"greedy (1)"
0,0,0,266,4,93,"greedy (1)"
0,0,0,8,6,9,"greedy (1)"
0,0,0,189,71,95,"greedy (1)"
0,0,0,48,22,34,"greedy (1)"
0,0,0,283,59,61,"greedy (1)"
0,0,0,119,23,10,"greedy (1)"
0,0,0,247,2,2,"greedy (1)"
0,0,0,116,2,30,"greedy (1)"
0,0,0,141,7,4,"greedy (1)"
0,0,0,424,27,26,"greedy (1)"
0,0,0,4,3,2,"greedy (1)"
0,0,0,735,96,102,"greedy (1)"
0,0,0,152,84,4,"greedy (1)"
0,0,0,488,485,2,"greedy (1)"
0,0,0,29,30,23,"greedy (1)"
0,0,0,289,27,21,"greedy (1)"
0,0,0,406,41,7,"greedy (1)"
0,0,0,10,9,2,"greedy (1)"
0,0,0,108,24,14,"greedy (1)"
0,0,0,59,9,33,"greedy (1)"
0,0,0,818,341,336,"greedy (1)"
0,0,0,6,6,8,"greedy (1)"
0,0,0,81,30,3,"greedy (1)"
0,0,0,181,177,126,"greedy (1)"
0,0,0,13,7,7,"greedy (1)"
0,0,0,37,35,38,"greedy (1)"
0,0,0,30,32,28,"greedy (1)"
0,0,0,7,2,11,"greedy (1)"
0,0,0,59,61,4,"greedy (1)"
0,0,0,54,9,10,"greedy (1)"
0,0,0,102,8,92,"greedy (1)"
0,0,0,21,8,2,"greedy (1)"
0,0,0,83,35,80,"greedy (1)"
0,0,0,322,6,139,"greedy (1)"
0,0,0,829,221,118,"greedy (1)"
0,0,0,75,13,76,"greedy (1)"
0,0,0,5,4,2,"greedy (1)"
0,0,0,39,17,19,"greedy (1)"
0,0,0,284,52,130,"greedy (1)"
0,0,0,376,114,127,"greedy (1)"
0,0,0,22,5,18,"greedy (1)"
0,0,0,657,97,173,"greedy (1)"
0,0,0,17,18,6,"greedy (1)"
0,0,0,5,5,3,"greedy (1)"
0,0,0,21,3,2,"greedy (1)"
0,0,0,22,13,24,"greedy (1)"
0,0,0,707,565,392,"greedy (1)"
0,0,0,7,4,7,"greedy (1)"
0,0,0,14,2,16,"greedy (1)"
0,0,0,14,6,15,"greedy (1)"
0,0,0,20,16,5,"greedy (1)"
0,0,0,25,28,8,"greedy (1)"
0,0,0,386,9,12,"greedy (1)"
0,0,0,8,10,8,"greedy (1)"
0,0,0,73,11,61,"greedy (1)"
0,0,0,16,14,11,"greedy (1)"
0,0,0,77,19,81,"greedy (1)"
0,0,0,338,9,9,"greedy (1)"
0,0,0,341,22,29,"greedy (1)"
0,0,0,24,9,16,"greedy (1)"
0,0,0,301,24,2,"greedy (1)"
0,0,0,4,6,5,"greedy (1)"
0,0,0,22,20,22,"greedy (1)"
0,0,0,17,19,19,"greedy (1)"
0,0,0,52,21,50,"greedy (1)"
0,0,0,13,16,14,"greedy (1)"
0,0,0,82,15,75,"greedy (1)"
0,0,0,660,599,243,"greedy (1)"
0,0,0,366,255,4,"greedy (1)"
0,0,0,62,7,47,"greedy (1)"
0,0,0,421,88,224,"greedy (1)"
0,0,0,13,15,7,"greedy (1)"
0,0,0,18,19,11,"greedy (1)"
0,0,0,25,23,29,"greedy (1)"
0,0,0,30,28,15,"greedy (1)"
0,0,0,223,89,218,"greedy (1)"
0,0,0,31,22,32,"greedy (1)"
0,0,0,38,39,8,"greedy (1)"
0,0,0,10,11,12,"greedy (1)"
0,0,0,628,105,86,"greedy (1)"
0,0,0,166,25,21,"greedy (1)"
0,0,0,807,296,296,"greedy (1)"
0,0,0,206,12,21,"greedy (1)"
0,0,0,17,18,14,"greedy (1)"
0,0,0,70,7,38,"greedy (1)"
0,0,0,405,137,175,"greedy (1)"
0,0,0,694,25,409,"greedy (1)"
0,0,0,781,108,2,"greedy (1)"
0,0,0,39,32,13,"greedy (1)"
0,0,0,5,8,6,"greedy (1)"
0,0,0,2,6,4,"greedy (1)"
0,0,0,6,4,7,"greedy (1)"
0,0,0,17,2,4,"greedy (1)"
0,0,0,50,17,38,"greedy (1)"
0,0,0,533,35,53,"greedy (1)"
0,0,0,227,67,63,"greedy (1)"
0,0,0,14,17,2,"greedy (1)"
0,0,0,524,277,213,"greedy (1)"
0,0,0,8,5,2,"greedy (1)"
0,0,0,7,9,12,"greedy (1)"
0,0,0,274,4,177,"greedy (1)"
0,0,0,241,73,2,"greedy (1)"
0,0,0,8,3,10,"greedy (1)"
0,0,0,274,189,71,"greedy (1)"
0,0,0,6,7,2,"greedy (1)"
0,0,0,154,54,149,"greedy (1)"
0,0,0,19,21,21,"greedy (1)"
0,0,0,213,30,19,"greedy (1)"
0,0,0,16,18,17,"greedy (1)"
0,0,0,13,8,16,"greedy (1)"
0,0,0,101,75,97,"greedy (1)"
0,0,0,239,16,9,"greedy (1)"
0,0,0,396,21,30,"greedy (1)"
0,0,0,21,17,4,"greedy (1)"
0,0,0,32,20,33,"greedy (1)"
0,0,0,273,2,38,"greedy (1)"
0,0,0,25,25,23,"greedy (1)"
0,0,0,88,64,75,"greedy (1)"
0,0,0,664,95,4,"greedy (1)"
0,0,0,14,14,3,"greedy (1)"
0,0,0,18,20,11,"greedy (1)"
0,0,0,436,110,16,"greedy (1)"
0,0,0,40,9,37,"greedy (1)"
0,0,0,10,2,6,"greedy (1)"
0,0,0,271,7,7,"greedy (1)"
0,0,0,122,49,12,"greedy (1)"
0,0,0,52,51,21,"greedy (1)"
0,0,0,86,14,14,"greedy (1)"
0,0,0,53,54,38,"greedy (1)"
0,0,0,40,8,39,"greedy (1)"
0,0,0,24,21,8,"greedy (1)"
0,0,0,22,18,21,"greedy (1)"
0,0,0,39,7,4,"greedy (1)"
0,0,0,3,3,3,"greedy (1)"
0,0,0,13,12,14,"greedy (1)"
0,0,0,98,59,99,"greedy (1)"
0,0,0,7,2,8,"greedy (1)"
0,0,0,17,19,4,"greedy (1)"
0,0,0,332,59,3,"greedy (1)"
0,0,0,52,43,50,"greedy (1)"
0,0,0,181,10,36,"greedy (1)"
0,0,0,543,25,24,"greedy (1)"
0,0,0,10,9,14,"greedy (1)"
0,0,0,34,39,22,"greedy (1)"
0,0,0,106,2,87,"greedy (1)"
0,0,0,9,9,2,"greedy (1)"
0,0,0,25,13,25,"greedy (1)"
0,0,0,37,29,6,"greedy (1)"
0,0,0,45,10,18,"greedy (1)"
0,0,0,92,30,8,"greedy (1)"
0,0,0,47,50,2,"greedy (1)"
0,0,0,11,8,11,"greedy (1)"
0,0,0,21,9,22,"greedy (1)"
0,0,0,35,36,15,"greedy (1)"
0,0,0,4,7,6,"greedy (1)"
0,0,0,3,4,3,"greedy (1)"
0,0,0,41,21,42,"greedy (1)"
0,0,0,17,16,18,"greedy (1)"
0,0,0,17,14,22,"greedy (1)"
0,0,0,37,38,37,"greedy (1)"
0,0,0,840,2,270,"greedy (1)"
0,0,0,251,38,40,"greedy (1)"
0,0,0,29,3,30,"greedy (1)"
0,0,0,67,17,60,"greedy (1)"
0,0,0,6,3,5,"greedy (1)"
0,0,0,9,5,11,"greedy (1)"
0,0,0,43,45,6,"greedy (1)"
0,0,0,559,532,38,"greedy (1)"
0,0,0,141,7,9,"greedy (1)"
0,0,0,19,6,23,"greedy (1)"
0,0,0,63,65,33,"greedy (1)"
0,0,0,159,148,59,"greedy (1)"
0,0,0,25,2,27,"greedy (1)"
0,0,0,43,29,19,"greedy (1)"
0,0,0,26,6,4,"greedy (1)"
0,0,0,188,65,80,"greedy (1)"
0,0,0,47,4,2,"greedy (1)"
0,0,0,13,4,14,"greedy (1)"
430,0,0,1000,94,391,"greedy (1)"
0,0,0,71,4,3,"greedy (1)"
0,0,0,14,9,16,"greedy (1)"
0,0,0,28,6,28,"greedy (1)"
0,0,0,20,5,20,"greedy (1)"
0,0,0,254,131,118,"greedy (1)"
0,0,0,30,27,32,"greedy (1)"
0,0,0,58,58,7,"greedy (1)"
0,0,0,3,2,2,"greedy (1)"
0,0,0,20,7,4,"greedy (1)"
0,0,0,93,65,21,"greedy (1)"
0,0,0,106,62,96,"greedy (1)"
352,0,475,1000,182,1000,"greedy (1)"
0,0,0,5,3,5,"greedy (1)"
0,0,0,4,5,7,"greedy (1)"
0,0,0,199,55,6,"greedy (1)"
0,0,0,13,11,7,"greedy (1)"
0,0,0,23,12,25,"greedy (1)"
0,0,0,12,9,14,"greedy (1)"
0,0,0,140,121,43,"greedy (1)"
0,0,0,6,9,5,"greedy (1)"
0,0,0,335,97,176,"greedy (1)"
0,0,0,169,21,4,"greedy (1)"
0,0,0,743,52,8,"greedy (1)"
0,0,0,29,16,3,"greedy (1)"
0,0,0,33,32,35,"greedy (1)"
0,0,0,12,13,8,"greedy (1)"
0,0,0,168,24,20,"greedy (1)"
0,0,0,23,19,25,"greedy (1)"
194,0,0,1000,16,12,"greedy (1)"
0,0,0,30,4,32,"greedy (1)"
0,0,0,154,26,91,"greedy (1)"
0,0,0,92,79,93,"greedy (1)"
0,0,0,233,63,168,"greedy (1)"
0,0,0,36,3,28,"greedy (1)"
0,0,0,36,28,4,"greedy (1)"
0,0,0,31,7,33,"greedy (1)"
0,0,0,19,20,14,"greedy (1)"
0,0,0,6,3,7,"greedy (1)"
0,0,0,488,232,35,"greedy (1)"
